,Product,EU Designation,Designated Orphan Indication,Sponsor,Designation date,TradenameEU Centralised NrImplemented on,drug_qid,indication,doid,hpo,ordo,mesh,indication_qid_doid,indication_qid_ordo,indication_qid_mesh
1128,Recombinant human arylsulfatase A,EU/3/10/813,Treatment of metachromatic leukodystrophy,Shire Pharmaceuticals Ireland Limited,26/11/2010,,,metachromatic leukodystrophy,http://purl.obolibrary.org/obo/DOID_10581,,http://www.orpha.net/ORDO/Orphanet_512,D007966,Q1120682,Q1120682,Q1120682
1129,Recombinant human aspartylglucosaminidase,EU/3/14/1410,Treatment of aspartylglucosaminuria,ACE BioSciences A/S,15/01/2015,,,aspartylglucosaminuria,http://purl.obolibrary.org/obo/DOID_0050461,http://purl.obolibrary.org/obo/HP_0012068,http://www.orpha.net/ORDO/Orphanet_93,D054880,Q4412533,Q4412533,Q4412533
1130,Recombinant human beta-glucuronidase,EU/3/12/973,Treatment of mucopolysaccharidosis type VII (Sly syndrome),Ultragenyx Germany GmbH,21/03/2012,,,mucopolysaccharidosis type vii (sly syndrome),,,,,,,
1131,Recombinant human bone morphogenetic protein 4,EU/3/14/1348,Treatment of glioma,STEMGEN S.p.A,15/10/2014,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
1132,Recombinant human C1-inhibitor,EU/3/07/435,Prevention of delayed graft function after solid organ transplantation,Pharming Group N.V.,20/02/2007,,,delayed graft function after solid organ transplantation,,,,,,,
1133,Recombinant human cerebral dopamine neurotrophic factor,EU/3/16/1652,Treatment of amyotrophic lateral sclerosis,Herantis Pharma Plc,28/04/2016,,,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
1134,Recombinant human club cell 10 KDa protein,EU/3/15/1456,Prevention of bronchopulmonary dysplasia,RLM Consulting,19/03/2015,,,bronchopulmonary dysplasia,,,http://www.orpha.net/ORDO/Orphanet_70589,D001997,,,
1135,Recombinant human CXCL8 mutant,EU/3/08/570,Prevention of delayed graft function after solid organ transplantation,ProtAffin Biotechnologie AG,22/09/2008,,,delayed graft function after solid organ transplantation,,,,,,,
1136,Recombinant human CXCL8 mutant,EU/3/13/1131,Treatment of cystic fibrosis,ProtAffin Biotechnologie AG,07/06/2013,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
1137,Recombinant human diamine oxidase,EU/3/14/1320,Treatment of mastocytosis,Medical University of Vienna,22/08/2014,,,mastocytosis,http://purl.obolibrary.org/obo/DOID_350,http://purl.obolibrary.org/obo/HP_0100495,http://www.orpha.net/ORDO/Orphanet_98292,D008415,Q112670,,Q112670
1138,Recombinant human dyskerin,EU/3/12/1070,Treatment of dyskeratosis congenita,Advanced Medical Projects,08/11/2012,,,dyskeratosis congenita,http://purl.obolibrary.org/obo/DOID_2729,,http://www.orpha.net/ORDO/Orphanet_1775,D019871,Q3709312,Q3709312,Q3709312
1139,Recombinant human elafin,EU/3/09/710,Treatment of oesophagus carcinoma,Proteo Biotech AG,28/01/2010,,,oesophagus carcinoma,,,,,,,
1140,Recombinant human galactocerebrosidase,EU/3/11/911,Treatment of globoid cell leukodystrophy (Krabbe disease),ACE BioSciences A/S,27/09/2011,,,globoid cell leukodystrophy (krabbe disease),,,,,,,
1141,Recombinant human glutamate oxaloacetate transaminase 1,EU/3/15/1443,Treatment of glioma,Dr Regenold GmbH Development·Regulatory·Market Access,12/02/2015,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
1142,Recombinant human growth hormone modified by fusion with two hydrophilic polypeptide chains,EU/3/13/1179,Treatment of growth hormone deficiency,Larode Ltd,05/08/2013,,,growth hormone deficiency,,http://purl.obolibrary.org/obo/HP_0000824,,,,,
1143,Recombinant human heat shock protein 70,EU/3/13/1110,"Treatment of Niemann-Pick disease, type C",Orphazyme ApS,12/03/2013,,,"niemannpick disease, type c",,,,D052556,,,Q2067267
1144,Recombinant human heparan N-sulfatase,EU/3/08/582,"Treatment of mucopolysaccharidosis, type IIIA (Sanfilippo A syndrome)",Shire Pharmaceutical Development Limited,07/11/2008,,Q27122045,"mucopolysaccharidosis, type iiia (sanfilippo a syndrome)",,,,,,,
1145,Recombinant human hepatitis C monoclonal antibody against C4 region of E1,EU/3/07/503,Prevention of recurrent hepatitis C virus induced liver disease in liver transplant recipients,GENimmune N.V,06/12/2007,,,recurrent hepatitis c virus induced liver disease in liver transplant recipients,,,,,,,
1146,Recombinant human hepatocarcinoma-intestine-pancreas / pancreatic associated protein,EU/3/08/611,Treatment of acute liver failure,Alfact Innovation SAS,11/02/2009,,,acute liver failure,,http://purl.obolibrary.org/obo/HP_0006554,http://www.orpha.net/ORDO/Orphanet_90062,D017114,,,
1147,Recombinant human histone H1.3 and recombinant human N-bis-met-histone H1.3,EU/3/07/516,Treatment of acute myeloid leukaemia,Xenetic Biosciences Plc,20/12/2007,,,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
1148,Recombinant human histone H1.3 and recombinant human N-bis-met-histone H1.3,EU/3/10/840,Treatment of acute lymphoblastic leukaemia,Xenetic Biosciences Plc,23/02/2011,,,acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/DOID_9952,http://purl.obolibrary.org/obo/HP_0006721,http://www.orpha.net/ORDO/Orphanet_513,D054198,Q180664,Q180664,Q6708277
1149,Recombinant human IgG1 kappa light chain monoclonal antibody targeting plasma kallikrein,EU/3/15/1551,Treatment of hereditary angioedema,Dyax Ltd,09/10/2015,,,hereditary angioedema,http://purl.obolibrary.org/obo/DOID_14735,,http://www.orpha.net/ORDO/Orphanet_91378,D054179,Q2096745,,Q2096745
1150,Recombinant human insulin receptor monoclonal antibody-fused iduronate 2-sulfatase,EU/3/13/1198,Treatment of mucopolysaccharidosis type II (Hunter's syndrome),Voisin Consulting S.A.R.L.,13/11/2013,,,mucopolysaccharidosis type ii (hunters syndrome),,,,,,,
1151,Recombinant human insulin receptor monoclonal antibody-fused-a-L-iduronidase,EU/3/14/1349,Treatment of mucopolysaccharidosis type I,Voisin Consulting S.A.R.L.,15/10/2014,,,mucopolysaccharidosis type i,,,http://www.orpha.net/ORDO/Orphanet_579,D008059,,,Q1906054
1152,Recombinant human interleukin-12,EU/3/16/1727,Treatment of acute radiation syndrome,Coté Orphan Consulting UK Limited,29/08/2016,,Q238474,acute radiation syndrome,,,,D054508,,,Q275459
1153,Recombinant human interleukin-3 truncated diphtheria toxin fusion protein,EU/3/15/1563,Treatment of acute myeloid leukaemia,Spector Consulting SAS,09/10/2015,,,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
1154,Recombinant human interleukin-3 truncated diphtheria toxin fusion protein,EU/3/15/1567,Treatment of blastic plasmacytoid dendritic cell neoplasm,Spector Consulting SAS,11/11/2015,,,blastic plasmacytoid dendritic cell neoplasm,,,http://www.orpha.net/ORDO/Orphanet_86870,,,,
1155,Recombinant human interleukin-7,EU/3/12/1013,Treatment of progressive multifocal leukoencephalopathy,Inserm-ANRS (Agence Nationale de Recherches sur le Sida et les Hépatites Virales),04/07/2012,,,progressive multifocal leukoencephalopathy,http://purl.obolibrary.org/obo/DOID_643,,http://www.orpha.net/ORDO/Orphanet_217260,D007968,Q704930,,Q704930
1156,Recombinant human lecithin cholesterol acyltransferase,EU/3/12/1051,Treatment of lecithin cholesterol acyltransferase deficiency,AstraZeneca UK Limited,10/10/2012,,,lecithin cholesterol acyltransferase deficiency,,,,D007863,,,Q3441028
1157,Recombinant human lysosomal acid lipase,EU/3/10/827,Treatment of lysosomal acid lipase deficiency,Alexion Europe SAS,17/12/2010,KanumaEU/1/15/103301/09/2015,,lysosomal acid lipase deficiency,,,http://www.orpha.net/ORDO/Orphanet_275761,,,,
1158,Recombinant human mesencephalic astrocyte-derived neurotrophic factor,EU/3/15/1486,Treatment of retinitis pigmentosa,Regintel Limited,24/04/2015,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
1159,Recombinant human methionine proinsulin,EU/3/12/985,Treatment of retinitis pigmentosa,ProRetina Therapeutics S.L.,26/04/2012,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
1160,Recombinant human minibody against complement component C5,EU/3/08/571,Treatment of atypical Haemolytic Uraemic Syndrome (aHUS) associated with an inherited abnormality of the complement system,ADIENNE S.r.l.,22/09/2008,,,atypical hemolytic uremic syndrome (ahus) associated with an inherited abnormality of the complement system,,,,,,,
1161,Recombinant human minibody against complement component C5,EU/3/11/926,Treatment of primary membranoproliferative glomerulonephritis,ADIENNE S.r.l.,27/10/2011,,,primary membranoproliferative glomerulonephritis,,,http://www.orpha.net/ORDO/Orphanet_54370,,,,
1162,Recombinant Human minibody against complement component C5 fused with RGD-motif,EU/3/08/604,Prevention of the ischemia/reperfusion injury associated with solid organ transplantation,ADIENNE S.r.l.,20/01/2009,,,the ischemia/reperfusion injury associated with solid organ transplantation,,,,,,,
1163,Recombinant human monoclonal antibody against activin receptor type IIB,EU/3/12/1035,Treatment of inclusion body myositis,Novartis Europharm Limited,09/08/2012,,,inclusion body myositis,http://purl.obolibrary.org/obo/DOID_3429,,http://www.orpha.net/ORDO/Orphanet_611,D018979,Q1848471,,Q1848471
1164,Recombinant human monoclonal antibody against hepatitis B virus,EU/3/13/1156,Prevention of hepatitis B re-infection following liver transplantation,inVentiv Health Germany GmbH,17/07/2013,,,hepatitis b reinfection following liver transplantation,,,,,,,
1165,Recombinant human monoclonal antibody binding to vascular adhesion protein-1,EU/3/15/1461,Treatment of primary sclerosing cholangitis,Biotie Therapies Corp,19/03/2015,,,primary sclerosing cholangitis,http://purl.obolibrary.org/obo/DOID_0060643,,http://www.orpha.net/ORDO/Orphanet_171,D015209,Q1058608,,Q18554727
1166,Recombinant human monoclonal antibody of the IgG1 kappa class against human macrophage colony-stimulating factor,EU/3/14/1350,"Treatment of tenosynovial giant cell tumour, localised and diffused type",Novartis Europharm Limited,15/10/2014,,,"tenosynovial giant cell tumor, localised and diffused type",,,,,,,
1167,Recombinant human monoclonal antibody to human Nogo-A protein of the IgG4/kappa class,EU/3/08/605,Treatment of spinal cord injury,Novartis Europharm Limited,19/01/2009,,,spinal cord injury,,,,D013119,,,Q1415275
1168,Recombinant human monoclonal antibody to insulin receptor,EU/3/16/1702,Treatment of congenital hyperinsulinism,XOMA UK Limited,14/07/2016,,,congenital hyperinsulinism,,,,D044903,,,Q5160437
1169,Recombinant human monoclonal IgG1 antibody against programmed death ligand-1,EU/3/15/1590,Treatment of Merkel cell carcinoma,Merck Serono Europe Limited,14/12/2015,,,merkel cell carcinoma,http://purl.obolibrary.org/obo/DOID_3965,,http://www.orpha.net/ORDO/Orphanet_79140,D015266,Q1711744,,
1170,Recombinant human monoclonal IgG1 antibody for fibroblast growth factor 23,EU/3/14/1351,Treatment of X-linked hypophosphataemia,Kyowa Kirin Limited,15/10/2014,,,xlinked hypophosphatemia,http://purl.obolibrary.org/obo/DOID_0050445,,http://www.orpha.net/ORDO/Orphanet_89936,D053098,Q1779987,Q1779987,Q1779987
1171,Recombinant human monoclonal IgM antibody targeting glucose-regulated protein 78,EU/3/13/1190,Treatment of plasma cell myeloma,Patrys GmbH,07/10/2013,,,plasma cell myeloma,http://purl.obolibrary.org/obo/DOID_9538,,http://www.orpha.net/ORDO/Orphanet_29073,D009101,Q467635,,Q467635
1172,Recombinant human N-acetylgalactosamine-6-sulfatase,EU/3/09/657,"Treatment of mucopolysaccharidosis, type IVA (Morquio A Syndrome)",BioMarin Europe Ltd.,24/07/2009,VimizimEU/1/14/91430/04/2014,,"mucopolysaccharidosis, type iva (morquio a syndrome)",,,,,,,
1173,Recombinant human nerve growth factor,EU/3/13/1135,Treatment of retinitis pigmentosa,Dompé farmaceutici s.p.a.,07/06/2013,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
1174,Recombinant human nerve growth factor,EU/3/15/1586,Treatment of neurotrophic keratitis,Dompé farmaceutici s.p.a.,14/12/2015,,,neurotrophic keratitis,,,http://www.orpha.net/ORDO/Orphanet_137596,,,,
1175,Recombinant human parathyroid hormone,EU/3/13/1210,Treatment of hypoparathyroidism,Shire Pharmaceuticals Ireland Limited,18/12/2013,,,hypoparathyroidism,http://purl.obolibrary.org/obo/DOID_11199,http://purl.obolibrary.org/obo/HP_0000829,,D007011,Q1586088,,Q1586088
1176,Recombinant human pentraxin-2,EU/3/12/1020,Treatment of idiopathic pulmonary fibrosis,FGK Representative Service GmbH,17/07/2012,,,idiopathic pulmonary fibrosis,http://purl.obolibrary.org/obo/DOID_0050156,,http://www.orpha.net/ORDO/Orphanet_2032,D054990,Q2290446,,Q2290446
1177,Recombinant human pentraxin-2,EU/3/14/1358,Treatment of post-essential thrombocythaemia myelofibrosis,FGK Representative Service GmbH,19/11/2014,,,postessential thrombocythemia myelofibrosis,,,,,,,
1178,Recombinant human pentraxin-2,EU/3/14/1365,Treatment of post-polycythaemia vera myelofibrosis,FGK Representative Service GmbH,19/11/2014,,,postpolycythemia vera myelofibrosis,,,,,,,
1179,Recombinant human pentraxin-2,EU/3/14/1366,Treatment of primary myelofibrosis,FGK Representative Service GmbH,19/11/2014,,,primary myelofibrosis,http://purl.obolibrary.org/obo/DOID_4971,,http://www.orpha.net/ORDO/Orphanet_824,D055728,Q1752571,,Q1752571
1180,Recombinant Human Porphobilinogen Deaminase,EU/3/02/103,Treatment of acute intermittent porphyria,Zymenex A/S,12/06/2002,,,acute intermittent porphyria,http://purl.obolibrary.org/obo/DOID_3890,,http://www.orpha.net/ORDO/Orphanet_79276,D017118,Q424247,,Q424247
1181,Recombinant human proinsulin,EU/3/08/612,Treatment of retinitis pigmentosa,ProRetina Therapeutics S.L.,11/02/2009,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
1182,Recombinant human soluble Fc-gamma receptor Iib,EU/3/07/462,Treatment of idiopathic thrombocytopenic purpura,SuppreMol GmbH,02/08/2007,,,idiopathic thrombocytopenic purpura,http://purl.obolibrary.org/obo/DOID_8924,http://purl.obolibrary.org/obo/HP_0001973,,D016553,Q638729,,Q638729
1183,Recombinant human surfactant protein D,EU/3/14/1262,Prevention of bronchopulmonary dysplasia,Dr Ulrich Granzer,11/04/2014,,,bronchopulmonary dysplasia,,,http://www.orpha.net/ORDO/Orphanet_70589,D001997,,,
1184,Recombinant human tissue non-specific alkaline phosphatase - Fc - deca-aspartate fusion protein,EU/3/08/594,Treatment of hypophosphatasia,Alexion Europe SAS,03/12/2008,StrensiqEU/1/15/101501/09/2015,Q2974480,hypophosphatasia,http://purl.obolibrary.org/obo/DOID_14213,,http://www.orpha.net/ORDO/Orphanet_436,D007014,Q1313510,,Q1313510
1185,Recombinant human transglutaminase 1 encapsulated into liposomes,EU/3/13/1130,Treatment of transglutaminase-1-deficient autosomal recessive congenital ichthyosis,Westfälische Wilhelms-Universität Münster,07/06/2013,,,transglutaminase1deficient autosomal recessive congenital ichthyosis,,,,,,,
1186,Recombinant human tripeptidyl-peptidase 1,EU/3/13/1118,Treatment of neuronal ceroid lipofuscinosis type 2,BioMarin International Limited,12/03/2013,,,neuronal ceroid lipofuscinosis type 2,,,,,,,
1187,Recombinant human type I pancreatic elastase,EU/3/13/1218,Prevention of arteriovenous access dysfunction in haemodialysis patients,Proteon Therapeutics Limited,18/12/2013,,,arteriovenos access dysfunction in hemodialysis patients,,,,,,,
1188,Recombinant human vascular endothelial growth factor,EU/3/09/711,Treatment of amyotrophic lateral sclerosis,Newron Sweden AB,29/01/2010,,,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
1189,Recombinant human von Willebrand factor,EU/3/10/814,Treatment of von Willebrand disease,Baxalta Innovations GmbH,26/11/2010,,,von willebrand disease,http://purl.obolibrary.org/obo/DOID_12531,,http://www.orpha.net/ORDO/Orphanet_903,D014842,Q709360,,Q709360
1190,Recombinant human a-Mannosidase,EU/3/04/260,Treatment of &#945;-Mannosidosis,Chiesi Farmaceutici S.P.A.,26/01/2005,,,αmannosidosis,,,,,,,
1191,Recombinant humanised anti-human interleukin-1 beta monoclonal antibody,EU/3/10/796,Treatment of Beh&ccedil;et's disease,XOMA UK Limited,01/10/2010,,,beh&ccedil;ets disease,,,,,,,
1192,Recombinant humanised monoclonal antibody against human complement component C5a,EU/3/16/1728,Treatment of graft-versus-host disease,Alexion Europe SAS,29/08/2016,,,graftversushost disease,,,,D006086,,,Q1194520
1193,Recombinant humanised monoclonal IgG2 lambda antibody against human sclerostin,EU/3/16/1686,Treatment of osteogenesis imperfecta,Mereo Biopharma Group Limited,27/06/2016,,,osteogenesis imperfecta,http://purl.obolibrary.org/obo/DOID_12347,,http://www.orpha.net/ORDO/Orphanet_666,D010013,Q749409,Q749409,Q749409
1194,Recombinant IgG degrading enzyme of Streptococcus pyogenes,EU/3/16/1826,Prevention of graft rejection following solid organ transplantation,Hansa Medical AB,12/01/2017,,,graft rejection following solid organ transplantation,,,,,,,
1195,Recombinant kallikrein inhibitor,EU/3/09/712,Treatment of Netherton syndrome,Dermadis S.A.S.,29/01/2010,,,netherton syndrome,http://purl.obolibrary.org/obo/DOID_0050474,,http://www.orpha.net/ORDO/Orphanet_634,D056770,Q9390284,Q9390284,Q9390284
1196,Recombinant megakaryopoeisis-stimulating protein,EU/3/05/283,Treatment of idiopathic thrombocytopenic purpura,Amgen Europe B.V.,27/05/2005,NplateEU/1/08/49706/02/2009,,idiopathic thrombocytopenic purpura,http://purl.obolibrary.org/obo/DOID_8924,http://purl.obolibrary.org/obo/HP_0001973,,D016553,Q638729,,Q638729
1197,Recombinant modified human growth hormone,EU/3/12/1087,Treatment of growth hormone deficiency,Richardson Associates Regulatory Affairs Ltd,24/01/2013,,Q411294,growth hormone deficiency,,http://purl.obolibrary.org/obo/HP_0000824,,,,,
1198,Recombinant modified vaccinia Ankara expressing human 5T4,EU/3/06/429,Treatment of renal cell carcinoma,Oxford Biomedica (UK) Ltd,26/01/2007,,,renal cell carcinoma,http://purl.obolibrary.org/obo/DOID_4450,http://purl.obolibrary.org/obo/HP_0005584,http://www.orpha.net/ORDO/Orphanet_217071,D002292,Q1164529,,Q18975905
1199,Recombinant monoclonal antibody to human serum amyloid P component,EU/3/14/1293,Treatment of AL amyloidosis,GlaxoSmithKline Trading Services Limited,30/07/2014,,,al amyloidosis,,,http://www.orpha.net/ORDO/Orphanet_85443,,,,
1200,Recombinant monoclonal IgG1 antibody against T-cell immune response cDNA 7,EU/3/15/1479,Prevention of graft rejection following solid organ transplantation,Nekonal S.a.r.l.,24/04/2015,,,graft rejection following solid organ transplantation,,,,,,,
1201,Recombinant protein consisting of modified human growth hormone releasing hormone and the translocation and endopeptidase domains of botulinum toxin serotype D,EU/3/11/947,Treatment of acromegaly,Syntaxin Limited,11/01/2012,,,acromegaly,http://purl.obolibrary.org/obo/DOID_2449,http://purl.obolibrary.org/obo/HP_0000845,http://www.orpha.net/ORDO/Orphanet_963,D000172,Q189580,,Q189580
1202,Recombinant protein derived from the saliva of the Ornithodoros moubata tick,EU/3/16/1687,Treatment of Guillain-Barr&eacute; syndrome,Akari Therapeutics Plc,27/06/2016,,Q2297773,guillainbarr&eacute; syndrome,,,,,,,
1203,Recombinant protein derived from the saliva of the Ornithodoros moubata tick,EU/3/16/1725,Treatment of paroxysmal nocturnal haemoglobinuria,Akari Therapeutics Plc,29/08/2016,,Q2297773,paroxysmal nocturnal hemoglobinuria,http://purl.obolibrary.org/obo/DOID_0060284,http://purl.obolibrary.org/obo/HP_0004818,http://www.orpha.net/ORDO/Orphanet_231527,D006457,Q1479494,,Q1479494
1204,Recombinant P-selectin glycoprotein immunoglobulin,EU/3/06/376,Prevention of post transplantation graft dysfunction,RJM Consultancy Ltd,22/05/2006,,,post transplantation graft dysfunction,,,,,,,
1205,Recombinant self-complementary adeno-associated viral vector serotype 9 containing the human CLN3 gene,EU/3/16/1806,Treatment of neuronal ceroid lipofuscinosis,Ser-mes Planificación SL,12/12/2016,,Q423971,neuronal ceroid lipofuscinosis,http://purl.obolibrary.org/obo/DOID_14503,,http://www.orpha.net/ORDO/Orphanet_216,D009472,Q4358039,Q4358039,Q4358039
1206,Recombinant thymidine phosphorylase encapsulated in autologous erythrocytes,EU/3/11/856,Treatment of mitochondrial neurogastrointestinal encephalomyopathy (MNGIE) due to thymidine phosphorylase deficiency,St George's University of London,15/04/2011,,,mitochondrial neurogastrointestinal encephalomyopathy (mngie) due to thymidine phosphorylase deficiency,,,,,,,
1207,Reduced oxydised N-acetyl heparin,EU/3/15/1487,Treatment of plasma cell myeloma,Leadiant Biosciences Ltd,21/05/2015,,,plasma cell myeloma,http://purl.obolibrary.org/obo/DOID_9538,,http://www.orpha.net/ORDO/Orphanet_29073,D009101,Q467635,,Q467635
1208,Reparixin,EU/3/11/912,Prevention of graft rejection in pancreatic islet transplantation,Dompé farmaceutici s.p.a.,27/09/2011,,Q27088533,graft rejection in pancreatic islet transplantation,,,,,,,
1209,Repertaxin L-lysine salt,EU/3/01/058,Prevention of delayed graft function in organ transplant,Dompé farmaceutici s.p.a.,19/09/2001,,,delayed graft function in organ transplant,,,,,,,
1210,Resiquimod,EU/3/16/1653,Treatment of cutaneous T-cell lymphoma,Galderma R&D,28/04/2016,,Q426054,cutaneos tcell lymphoma,http://purl.obolibrary.org/obo/DOID_0060061,http://purl.obolibrary.org/obo/HP_0012192,,D016410,Q5196687,,Q5196687
1211,Resminostat,EU/3/11/913,Treatment of hepatocellular carcinoma,4SC AG,27/09/2011,,Q18394103,hepatocellular carcinoma,http://purl.obolibrary.org/obo/DOID_684,http://purl.obolibrary.org/obo/HP_0001402,http://www.orpha.net/ORDO/Orphanet_88673,D006528,Q1148337,,Q1148337
1212,Resminostat,EU/3/11/930,Treatment of Hodgkin's lymphoma,4SC AG,09/12/2011,,Q18394103,hodgkins lymphoma,http://purl.obolibrary.org/obo/DOID_8567,http://purl.obolibrary.org/obo/HP_0012189,http://www.orpha.net/ORDO/Orphanet_98293,D006689,Q209369,Q209369,Q18557991
1213,Retinol,EU/3/14/1307,Prevention of bronchopulmonary dysplasia,Dr Philipp Heinrich Novak,22/08/2014,,Q424976,bronchopulmonary dysplasia,,,http://www.orpha.net/ORDO/Orphanet_70589,D001997,,,
1214,Retroviral gamma-c cDNA containing vector,EU/3/01/038,Treatment of Severe Combined Immunodeficiency (SCID)-Xl Disease,GENOPOIETIC S.A.S.,30/05/2001,,,severe combined immunodeficiency (scid)xl disease,,,,,,,
1215,Ribonucleotide reductase R2 specific phosphorothioate oligonucleotide,EU/3/08/542,Treatment of acute myeloid leukaemia,Dr Ulrich Granzer,08/05/2008,,,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
1216,Rifapentine,EU/3/10/750,Treatment of tuberculosis,Sanofi-Aventis groupe,09/06/2010,,Q3935297,tuberculosis,http://purl.obolibrary.org/obo/DOID_399,,http://www.orpha.net/ORDO/Orphanet_3389,D014376,Q12204,,Q12204
1217,Rilonacept,EU/3/07/456,"Treatment of cryopirin-associated periodic syndromes (Familial Cold Urticaria Syndrome (FCUS), Muckle-Wells Syndrome (MWS), and Neonatal Onset Multisystem Inflammatory Disease (NOMID), also known as Chronic Infantile Neurological Cutaneous Articular Syndrome (CINCA)",Regeneron UK Limited,10/07/2007,Rilonacept RegeneronEU/1/09/58227/10/2009,Q7334300,"cryopirinassociated periodic syndromes (familial cold urticaria syndrome (fcus), mucklewells syndrome (mws), and neonatal onset multisystem inflammatory disease (nomid), also known as chronic infantile neurological cutaneos articular syndrome (cinca)",,,,,,,
1218,Rilotumumab,EU/3/14/1291,Treatment of gastric cancer,Amgen Europe B.V.,29/07/2014,,Q7334301,gastric cancer,,http://purl.obolibrary.org/obo/HP_0012126,,D013274,,,Q189588
1219,Riluzole,EU/3/14/1401,Treatment of traumatic spinal cord injury,Dr Laurent Vinay,16/12/2014,,Q415744,traumatic spinal cord injury,,,,,,,
1220,Rimeporide,EU/3/15/1478,Treatment of Duchenne muscular dystrophy,EUDRAC Limited,24/04/2015,,Q21098945,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
1221,Rimiducid,EU/3/16/1666,Treatment of graft-versus-host disease,QRC Consultants Ltd,30/05/2016,,Q27279658,graftversushost disease,,,,D006086,,,Q1194520
1222,Rintatolimod,EU/3/15/1480,Treatment of Ebola virus disease,NV Hemispherx BioPharma Europe,24/04/2015,,Q7335107,ebola virus disease,http://purl.obolibrary.org/obo/DOID_4325,,http://www.orpha.net/ORDO/Orphanet_319218,D019142,Q51993,,Q8064876
1223,Riociguat,EU/3/14/1299,Treatment of systemic sclerosis,Bayer Pharma AG,29/07/2014,,Q2154494,systemic sclerosis,http://purl.obolibrary.org/obo/DOID_418,,http://www.orpha.net/ORDO/Orphanet_90291,D012595,Q5340515,,Q5340515
1224,"RNA, [P-deoxy-P-(dimethylamino)] (2',3'-dideoxy-2',3'-imino-2',3'-seco) (2'a?5') (C-m5U-m5U-A-C-A-G-G-C-m5U-C-C-A-A-m5U-A-G-m5U-G-G-m5U-C-A-G-m5U), 5' [P-[4-[[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]carbonyl]-1-piperazinyl]-N,N-dimethylaminophosphonamidate], 3'[2'a-[N2-acetyl-L-arginyl-6-aminohexanoyl-L-arginyl-L-arginyl-ß-alanyl-L-arginyl-L-arginyl-6-aminohexanoyl-L-arginyl-L-arginyl-ß-alanyl-L-arginyl-6-aminohexanoyl-ß-alanyl], octahydrochloride",EU/3/09/725,Treatment of Duchenne muscular dystrophy,AVI BioPharma International Ltd,02/02/2010,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
